title,price,mrp,discount_percentage,link
"Sony WF-C510 Wireless Bluetooth Earbuds with Mic, TWS, in Ear, Ambient Sound Mode, Small and Comfortable, IPX4, Quick Char...",3990,8990,55.62,https://www.amazon.in/dp/B0D9R4GYTN
Sony MDR-7506 Professional Wired On Ear Headphones (Best Compatible with Professional Cinema Line Camera) - Black,4021,15999,74.87,https://www.amazon.in/dp/B000AJIF4E
"Sony IER-EX15C Wired in Ear Type C Headphones, in-Line Remote for Volume & Mute Function with Mic, Tangle Free Serration W...",1790,2490,28.11,https://www.amazon.in/dp/B0FLY4C8S5
Sony MDR-EX14AP Wired in Ear Headphone with Mic (Blue),499,899,44.49,https://www.amazon.in/dp/B075YZXXFB
"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 3...",92,2790,96.7,https://www.amazon.in/dp/B09TT3X7MF
Sony WF-C710NSA | Dual Noise Cancellation Wireless Bluetooth in Ear Earbuds | AI Call Quality | 40Hrs Battery W/O ANC | 30...,6990,12990,46.19,https://www.amazon.in/dp/B0FCLPQG26
"Sony INZONE H3, MDR-G300 Wired Gaming Headset, Over-Ear Headphones with 360 Spatial Sound, USB Wired Over-Ear Professional...",5988,9990,40.06,https://www.amazon.in/dp/B0B1SXW7LB
Sony WF-C710N | Dual Noise Cancellation Wireless Bluetooth in Ear Earbuds | AI Call Quality | 40Hrs Battery W/O ANC | 30Hr...,7990,12990,38.49,https://www.amazon.in/dp/B0DWHB886R
"boAt Rockerz 480 W/RGB LEDs, 6 Light Modes, 40Mm Drivers, Beast Mode, 60Hrs Playback, Enx Tech, BT V5.3, Adaptive Fit & Ea...",1499,3790,60.45,https://www.amazon.in/dp/B0DGTSRX3R
"HP H200 On Ear Wireless Headset, Black",999,3749,73.35,https://www.amazon.in/dp/B0DHKJ5HWL
"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, Upto 50 Hours Playtime, Multi-Device Conn...",5498,7999,31.27,https://www.amazon.in/dp/B096FZQ5WC
"boAt New Launch Rockerz 650 Pro,Touch/Swipe Controls,Dolby Audio,80Hrs Battery,2Mics Enx,Fast Charge,App Support,Dual Pai...",2299,8990,74.43,https://www.amazon.in/dp/B0DV5JTG17
"boAt Rockerz 650 Pro (2025 Launch),Touch/Swipe Controls,Dolby Audio,80Hrs Battery,2Mics Enx,Fast Charge,App Support,Dual P...",2299,8990,74.43,https://www.amazon.in/dp/B0DV5HX4JZ
"Sponsored Ad - Noise Airwave Max 5 Wireless Over-Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playt...",3999,5999,33.34,https://www.amazon.in/dp/B0DGV465ZW
"Sponsored Ad - Skullcandy Hesh ANC Smartchoice Active Noise Cancelling Wireless Headphones with 40mm Drivers, 22Hr Playtim...",4999,499900,99.0,https://www.amazon.in/dp/B08G1ZBKGP
"Sony WF-C510 Wireless Bluetooth Earbuds with Mic, TWS, in Ear, Ambient Sound Mode, Small and Comfortable, IPX4, Quick Char...",3990,8990,55.62,https://www.amazon.in/dp/B0DGQNXDJP
"Sony WH-CH720N Wireless Over Ear Active Noise Cancellation Headphones with Mic, Up to 35 Hours Playtime, Multi-Point Conne...",6292,7990,21.25,https://www.amazon.in/dp/B0BWSJSLJZ
"GOBOULT Newly Launched Soniq Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast...",1799,5999,70.01,https://www.amazon.in/dp/B0F9YV4KDD
Sony WH-CH720N Noise Canceling Wireless Bluetooth Headphones - Built-in Microphone - up to 35 Hours Battery Life and Quick...,7990,14990,46.7,https://www.amazon.in/dp/B0CFSDYNGT
"Sony IER-EX15C Wired in Ear Type C Headphones, in-Line Remote for Volume & Mute Function with Mic, Tangle Free Serration W...",1790,2490,28.11,https://www.amazon.in/dp/B0FLY67Y4G
"soundcore by Anker,Space One Active Noise Cancelling Bluetooth Over Ear Headphones with Travel Pouch,2X Stronger Voice Red...",5999,19998,70.0,https://www.amazon.in/dp/B0C6KFZC9Z
"Sounce Headphone Case for Boat Rockerz 450, 480, 480 w/RGB, 450 Pro, 425, 410, 370, ZEBRONICS Thunder, Sony WH-CH520, MDR-...",224,999,77.58,https://www.amazon.in/dp/B0DRK7X4CS
"Sony WF-C700N Noise Cancellation Bluetooth Earbuds with Mic, TWS, Up to 20Hrs Battery, Adaptive Sound Control- Black",5989,12990,53.9,https://www.amazon.in/dp/B0BYPFNW6T
"boAt Rockerz 411 (2025 Launch), 40Ms Low Latency, 40Hrs Battery, 40Mm Drivers, Enx Tech, Integrated Controls, V5.4 Bluetoo...",1099,2999,63.35,https://www.amazon.in/dp/B0FC2W8WJM
"Sony WF-C500 Bluetooth Earbuds with Mic, TWS, Up to 20Hrs Battery-Orange",3563,8990,60.37,https://www.amazon.in/dp/B09PC6QJHP
"Sony WF-1000XM5 Best Active Noise Cancelling Wireless Bluetooth Earbuds with Mic, TWS, Up to 36 Hours Battery Life - Silver",19990,29990,33.34,https://www.amazon.in/dp/B0C345M3T7
"Sony IER-EX15C Wired in Ear Type C Headphones, in-Line Remote for Volume & Mute Function with Mic, Tangle Free Serration W...",1790,2490,28.11,https://www.amazon.in/dp/B0FLY75CL9
"Street27® XB900N Earpads Cushion Compatible with Sony WH-XB900N, WH-CH710N Headphones, Ear Pads with Soft Protein Leather ...",499,2499,80.03,https://www.amazon.in/dp/B0BT527WCG
"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Multi-Point Conn...",3277,7990,58.99,https://www.amazon.in/dp/B0CC1P6SBF
"boAt Rockerz 550/Rockerz 558 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cush...",1299,4999,74.01,https://www.amazon.in/dp/B0856HY85J
"Sponsored Ad - Skullcandy Hesh ANC Smartchoice Over-Ear Wireless Headphones, 22Hr Battery, Active Noise Cancellation, Ambi...",4999,499900,99.0,https://www.amazon.in/dp/B08G1XKY6N
"Sponsored Ad - Marshall Major V Wireless On Ear Headphones, Brown",14999,,,https://www.amazon.in/dp/B0D5D294RR
"Sony INZONE H9, WH-G900N Wireless Noise Cancelling Gaming Headset, Over Ear Headphones with 360 Spatial Sound, 32 Hours Ba...",18074,27990,35.43,https://www.amazon.in/dp/B0B1TDHLPT
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-...",3599,359900,99.0,https://www.amazon.in/dp/B0CQXMXJC5
"Sounce Hard Shell Carrying Case for Sony WH-CH720N, WH-CH710N, WH-XB900N, WH-XB910N | Shockproof & Travel-Friendly Headpho...",539,1299,58.51,https://www.amazon.in/dp/B0DXQ79QQR
"Crysendo 70mm Headset Frog Leather Cushion | Compatible with Sony WH CH500, 510, 520 Headphones | 1.5cm Thick Replacement ...",299,849,64.78,https://www.amazon.in/dp/B09W5YRSX3
SONY MDRZX110AW Headphones W/Mic & Remote White,2999,9999,70.01,https://www.amazon.in/dp/B00NBR70A2
"Sony INZONE H5 Wireless Gaming Headset, 360 Spatial Sound, Works with PC, PS5, 28 Hour Battery, 2.4Ghz Wireless and 3.5mm ...",12990,19990,35.02,https://www.amazon.in/dp/B0CNPD3NSK
"Sony MDR-M1 Wired High Resolution Monitor Over Ear Headphones, Closed Back Design for Audiophile",19990,39990,50.01,https://www.amazon.in/dp/B0DD8SHVZL
"SOULWIT Headband Cover for Sony WH-XB910N, WHXB910 Extra BASS Noise Cancelling Headphones (Do Not Fit WH-XB900N), Replacem...",1299,2000,35.05,https://www.amazon.in/dp/B0F47QF1YB
"Marshall Major V Wireless On Ear Headphones, Cream.",14999,,,https://www.amazon.in/dp/B0D5CZQ31M
"Type C Headphones with Mic for Sony Xperia 10 V Original Deep Bass and Clear Sound, C Type Earphones Wired with Android Sm...",449,799,43.8,https://www.amazon.in/dp/B0FNMR93JM
"Amazon Basics Hard Shell EVA Headphone Carrying Case for Universal Oversized Over-Ear Headset, Shockproof, Water Repellen...",499,1299,61.59,https://www.amazon.in/dp/B0BSXHYMLB
Sony WF-C710N | Dual Noise Cancellation Wireless Bluetooth in Ear Buds | AI Call Quality | 40Hrs Battery W/O ANC | 30Hrs B...,7980,12990,38.57,https://www.amazon.in/dp/B0DWH4F1CJ
Sony WH-CH400 Wireless On Ear Headphones with Microphone Red,4699,4990,5.83,https://www.amazon.in/dp/B07CDYRY2Z
"soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight a...",1498,3999,62.54,https://www.amazon.in/dp/B0CD1FHLMH
SONY MDRZX110AB Headphones W/Mic & Remote Black,2999,8999,66.67,https://www.amazon.in/dp/B00OUX6U6G
