title,price,link,mrp,discount_percentage
"Google Pixel 9A 5G (8GB RAM, 256GB Storage)",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0F5QS3MPX,49999,99.98
"iQOO Neo 10R 5G (Moonknight Titanium, 12GB RAM, 256GB Storage) | Snapdragon 8s Gen 3 Processor | India's Slimmest 6400mAh ...","₹28,998",https://www.amazon.in/dp/B0DW47CJBW,35999,19.45
Sponsored Ad - Redmi 15 5G Frosted White 8GB + 256GB | Segment's Largest 7000mAhA Battery | Segment's Largest Display 17.5...,"₹16,998",https://www.amazon.in/dp/B0FJFVBSF4,19999,15.01
"Sponsored Ad - Redmi Note 14 5G (Phantom Purple, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nit...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0DPFSCQJP,21999,99.95
Sponsored Ad - OnePlus Nord CE5 | Massive 7100mAh Battery | MediaTek Dimensity 8350 Apex | Powered by OnePlus AI | 12GB + ...,"₹27,499",https://www.amazon.in/dp/B0FCMMJ3TC,28999,5.17
"Sponsored Ad - Redmi Note 14 5G (Mystique White, 8GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nit...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0DPFV3T4V,22999,99.96
"iQOO Z10 Lite 5G (Titanium Blue, 8GB RAM, 256GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTu...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0FC5QGMZ1,16999,99.94
"realme NARZO 80 Lite 4G (Beach Gold, 6GB+128GB) | 6300mAh Segment's Biggest Battery | 7.94mm Slim Design | 300% Ultra Volu...","₹8,298",https://www.amazon.in/dp/B0FG2NDHJM,10999,24.56
OnePlus 13 | Smarter with OnePlus AI | Lifetime Display Warranty |16GB RAM 512GB Storage Midnight Ocean | Official Smartph...,"₹68,999",https://www.amazon.in/dp/B0DQ8MJYXF,79999,13.75
"Lava Bold N1 (Radiant Black, 4 GB RAM, 64 GB Storage) | 6.75"" (90 Hz) HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Ba...","₹5,999",https://www.amazon.in/dp/B0F83HMDDR,7499,20.0
"realme NARZO 80x 5G (Deep Ocean,6GB+128GB) | Dimensity 6400 5G Chipset | 6000mAh Long-Lasting Battery | 45W Fast Charge | ...","₹11,998",https://www.amazon.in/dp/B0F18Y9YMX,15999,25.01
"POCO M7 5G, Satin Black (6GB, 128GB)",Up to 5% back with Amazon Pay ICICI card,https://www.amazon.in/dp/B0F134C6R6,12944,99.96
"realme GT 7 Pro (Galaxy Grey,12GB+256GB) | India's First Snapdragon 8 Elite Processor | 3X Periscope Flagship Camera| Real...","₹49,999",https://www.amazon.in/dp/B0DMFDNDD5,69999,28.57
"Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal","₹1,199",https://www.amazon.in/dp/B0C5RK3X6F,1599,25.02
"Samsung Galaxy A35 5G (Awesome Navy, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0CWPB4X2Q,36999,99.97
"Samsung Galaxy M16 5G (Blush Pink, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled ...","₹11,749",https://www.amazon.in/dp/B0DX791PX9,17499,32.86
"Nothing Phone (2a) Plus (Grey, 8GB RAM, 256GB Storage) | Up to 16GB RAM | Dimensity 7350 Pro 5G Processor | 50MP + 50MP | ...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0DC8F2X6T,29999,99.97
"Samsung Galaxy Z Fold7 5G Smartphone with Galaxy AI (JetBlack, 12GB RAM, 512GB Storage), Ultra Sleek Design with 200MP Cam...",Prime Savings Additional Flat INR 11000 Off on SBICards,https://www.amazon.in/dp/B0FDL3MWL1,186999,94.12
"OnePlus 13R | Smarter with OnePlus AI | Lifetime Display Warranty (12GB RAM, 256GB Storage Nebula Noir)","₹37,999",https://www.amazon.in/dp/B0DPS62DYH,44999,15.56
"realme NARZO 80 Pro 5G (Speed Silver,12GB+256GB) | Segment's 1st MediaTek Dimensity 7400 Chipset | 6000mAh Titan Battery +...","₹21,498",https://www.amazon.in/dp/B0F1D9PQZZ,27999,23.22
Lava A2 Smart (2025) Dual SIM Keypad Mobile Phone - 2.4'' Big Display | Built-in UPI Payments | 1200mAh Battery | Bluetoot...,"₹1,132",https://www.amazon.in/dp/B0FH9MXW14,1549,26.92
"POCO M7 5G, Ocean Blue (6GB, 128GB)","₹8,499",https://www.amazon.in/dp/B0F135PGDX,12999,34.62
Sponsored Ad - Redmi 15 5G Sandy Purple 6GB + 128GB | Segment's Largest 7000mAhA Battery | Segment's Largest Display 17.53...,"₹14,998",https://www.amazon.in/dp/B0FJFSDYVC,16999,11.77
Sponsored Ad - Redmi Note 14 Pro+ 5G Champagne Gold 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Go...,"₹26,998",https://www.amazon.in/dp/B0FDWHFS68,34999,22.86
