title,price,link
"HP 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win 11, Office 24, Silver, 1.59kg, fd0467tu, Iris Xe Graphics, FHD Camera, Backlit KB Laptop","₹48,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzU2MTk3OTQ4MjUzOTM0OjE3NTg1MjI5NDU6c3BfYXRmOjMwMDY0ODM0NTk2MjEzMjo6MDo6&url=%2FHP-i5-1334U-Microsoft-Graphics-fd0467tu%2Fdp%2FB0DTK9DZB4%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522945%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=svzKpZlRby&sp_cr=ZAZ
"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Silver, 1.62kg, 120Hz 250 nits, Backlit KB, 15 Month McAfee, Thin & Light Laptop","₹49,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzU2MTk3OTQ4MjUzOTM0OjE3NTg1MjI5NDU6c3BfYXRmOjMwMDM4NTAxNTE3NDMzMjo6MDo6&url=%2FDell-Inspiron-i5-1334U-Processor-39-62cm%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522945%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=CFcsZ6a9zI&sp_cr=ZAZ
"Acer Aspire Lite, AMD Ryzen 3 5300U Processor, 16 GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Premium Thin and Light Laptop","₹26,490",https://www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8/ref=sr_1_3?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-3
"HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) Thin and Light Laptop (15.6 inch, Ash Silver, 1.35 kg)","₹22,116",https://www.amazon.in/HP-%E2%80%8E%E2%80%8ELaptop-Athlon-Silver-Windows/dp/B0DV984J97/ref=sr_1_4?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-4
"HP Professional 15 (2025), Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5 kg/MSO 2021","₹50,490",https://www.amazon.in/HP-Professional-15-Intel-1334U/dp/B0C73VYW1X/ref=sr_1_5?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-5
"Cable World® Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool",₹649,https://www.amazon.in/Cable-Educational-Laptop-Computer-Kids/dp/B0FFYH9N2K/ref=sr_1_6?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-6
"Walker Best Student &Office Work Laptop|Thin & Light|14.1"" 1920 * 1080 Resolution FHD IPS Display |4GB RAM,128GB SSD|Celeron Processor N4020 (Gemini Lake)| Windows 11 Home | Silver","₹12,190",https://www.amazon.in/Walker-Display-Resolution-Graphics-Mini-HDMI/dp/B0CGVLLWT3/ref=sr_1_7?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-7
"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","₹21,490",https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_8?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-8
"ULTIMUS Pro Intel Celeron Dual Core Laptop 8GB RAM, 256GB M.2 SSD Expandable~512GB Intel HD Graphics 2.0x1 3.0x1 USB HDMI Sd Card Slot LPDDR4 Dual Speaker Dual Microphone Win 11 Home 14.1,1.2Kg Gray","₹14,990",https://www.amazon.in/ULTIMUS-Celeron-Expandable-512GB-Graphics-Microphone/dp/B0F79SS6DD/ref=sr_1_9?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-9
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","₹33,980",https://www.amazon.in/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_10?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-10
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.35kg, he0014QU, Light-Weight, Next-Gen AI Laptop","₹61,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzU2MTk3OTQ4MjUzOTM0OjE3NTg1MjI5NDU6c3BfbXRmOjMwMDY0NzIyOTgxOTkzMjo6MDo6&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522945%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=XCvFJyYctD&sp_cr=ZAZ
"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop","₹33,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzU2MTk3OTQ4MjUzOTM0OjE3NTg1MjI5NDU6c3BfbXRmOjMwMDYxODExMzIwNzQzMjo6MDo6&url=%2FHP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU%2Fdp%2FB0F4R3GFMQ%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522945%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=NDHqna14oy&sp_cr=ZAZ
"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop","₹33,990",https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-13
"HP 15, AMD Ryzen 3 7320U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6""/39.6cm, Win 11, Office 21, Silver, 1.59kg, fc0154AU, AMD Radeon Graphics, 1080p FHD Camera Laptop","₹30,989",https://www.amazon.in/HP-Laptop-15-6-inch-Graphics-fc0154AU/dp/B0D3HG5CMG/ref=sr_1_14?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-14
"Primebook 2 Neo 2025 (New Launch) | 6GB RAM, 128GB Storage (Upgradable Upto 512GB) | MediaTek Helio G99 | Android 15 (PrimeOS3.0) | in-Built AI | 11.6” Thin & Light Laptop | Type-C, USB, MicroSD Ports","₹14,990",https://www.amazon.in/Primebook-Storage-MediaTek-Android-PrimeOS/dp/B0FDLB7BQZ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-15
"Neopticon BrowseBook 14.1"" FHD IPS Laptop | Celeron N4020 Dual Core up to 2.8GHz | 4GB RAM | 128GB SSD | UHD Graphics | Win 11 Home | 38Wh | 1.3kg | Grey","₹11,990",https://www.amazon.in/Neopticon-BrowseBook-Laptop-Celeron-Graphics/dp/B0FC64RYH1/ref=sr_1_16?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-16
"HP 15s, 12th Gen Intel Core i3-1215U (8GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm,FHD, Win 11, MS Office 21, Silver, 1.69kg, fy5006tu/fd0751tu/fd0752tu, UHD Graphics, HD Camera, Dual Speakers Laptop","₹31,990",https://www.amazon.in/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_17?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-17
"HP 15, 13th Gen Intel Core i5-1335U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/Privacy Shutter, fd0577TU","₹50,990",https://www.amazon.in/HP-i5-1335U-Anti-Glare-Micro-edge-fd0577TU/dp/B0F4R6H3NB/ref=sr_1_18?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-18
"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","₹18,990",https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_19?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-19
"Dell Inspiron 3530, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop","₹52,990",https://www.amazon.in/Dell-Inspiron-3530-i5-1334U-Keyboard/dp/B0DSFQZTVW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA&dib_tag=se&keywords=laptop&qid=1758522945&sr=8-20
"Lenovo LOQ, AMD Ryzen 5 7235HS, NVIDIA RTX 3050A 4GB, 12GB RAM, 512GB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office Home 2024, Grey, 2.4Kg, 83JC00HNIN, 3 Mon. Game Pass Gaming Laptop","₹56,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzU2MTk3OTQ4MjUzOTM0OjE3NTg1MjI5NDU6c3BfYnRmOjMwMDYwOTUxMzAxOTUzMjo6MDo6&url=%2FLenovo-7235HS-Refresh-Windows-83JC00HNIN%2Fdp%2FB0F832WDMW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522945%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=ronInfBxfk&sp_cr=ZAZ
"Dell 15, Intel Core i3 13th Gen - 1305U, 8GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Titan Grey, 1.69kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop","₹32,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzU2MTk3OTQ4MjUzOTM0OjE3NTg1MjI5NDU6c3BfYnRmOjMwMDY2MDMxNTY3MTczMjo6MDo6&url=%2FDell-i3-1305U-39-62cm-Windows-Display%2Fdp%2FB0D82XJMG1%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.7Oc2KsnlMItINy-rmXsetJP838xOm9AWhIpSuT-4NoSbU51QIwoYkXd15wbw-p6tkQj8X7ws0DjCWzDiknwjllFHj0MsoS1gUE98fAMHJNBWKOwwxp2vs-krgDLvz-W6_Gph148ChkZy3M-67_-6J5xEmcnjIAvM-8psNWVwZt4xrPm2bGE2WCSpOcR9X5VyaO2-uaYzA0_kP_QVjXg06-09Id835tPM0dAuujhgRMg.nRPhynCFJWOarOm7OqsxprV59bcrswnsS6FJQPZpFFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522945%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=RhNayRsl1t&sp_cr=ZAZ
"HP 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win 11, Office 24, Silver, 1.59kg, fd0467tu, Iris Xe Graphics, FHD Camera, Backlit KB Laptop","₹48,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTkwMjY4NDI3OjE3NTg1MjI5NjA6c3BfYXRmX25leHQ6MzAwNjQ4MzQ1OTYyMTMyOjowOjo&url=%2FHP-i5-1334U-Microsoft-Graphics-fd0467tu%2Fdp%2FB0DTK9DZB4%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.Ly7PkDJtmIczZjA0T17MbSsq8XW2N-v9ReGXt1KL-DHGjHj071QN20LucGBJIEps.jQ7-HhkqsOr43SlzdHE82D05bOc8UYzv1PVgQkytU94%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522960%26sr%3D8-17-spons%26xpid%3DM_fdxAPTlbuYb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=svzKpZlRby&sp_cr=ZAZ
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.35kg, he0014QU, Light-Weight, Next-Gen AI Laptop","₹61,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTkwMjY4NDI3OjE3NTg1MjI5NjA6c3BfYXRmX25leHQ6MzAwNjQ3MjI5ODE5OTMyOjowOjo&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.Ly7PkDJtmIczZjA0T17MbSsq8XW2N-v9ReGXt1KL-DHGjHj071QN20LucGBJIEps.jQ7-HhkqsOr43SlzdHE82D05bOc8UYzv1PVgQkytU94%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1758522960%26sr%3D8-18-spons%26xpid%3DM_fdxAPTlbuYb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=XCvFJyYctD&sp_cr=ZAZ
"ASUS Vivobook 15, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Win11/MS Office/Backlit Keyboard/Silver/1.7 kg), X1504VA-NJ320WS","₹32,899",https://www.amazon.in/ASUS-Vivobook-i3-1315U-Integrated-X1504VA-NJ320WS/dp/B0CYTD8DVF/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Ly7PkDJtmIczZjA0T17MbSsq8XW2N-v9ReGXt1KL-DHGjHj071QN20LucGBJIEps.jQ7-HhkqsOr43SlzdHE82D05bOc8UYzv1PVgQkytU94&dib_tag=se&keywords=laptop&qid=1758522960&sr=8-19&xpid=M_fdxAPTlbuYb
"JioBook 11 with Lifetime Office/Android 4G Laptop Mediatek 8788 (JioOS) / Octa-core/ 4GB RAM / 64 eMMC Storage/Thin and Light Laptop (11.6 inch, 990 Grams)/ Dual Band WiFi + SIM/Blue","₹10,999",https://www.amazon.in/JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Ly7PkDJtmIczZjA0T17MbSsq8XW2N-v9ReGXt1KL-DHGjHj071QN20LucGBJIEps.jQ7-HhkqsOr43SlzdHE82D05bOc8UYzv1PVgQkytU94&dib_tag=se&keywords=laptop&qid=1758522960&sr=8-20&xpid=M_fdxAPTlbuYb
