title,price,mrp,discount_percentage,link
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy ...",34985,55691,37.18,https://www.amazon.in/dp/B0C42ZTMWR
"HP 15, Intel Ultra 5 125H, 12 Tops (16GB DDR5, 512GB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silve...",58990,83033,28.96,https://www.amazon.in/dp/B0F5B2X1SD
"Sponsored Ad - ASUS Vivobook S16, Intel Core Ultra 5 225H, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Co...",71990,99990,28.0,https://www.amazon.in/dp/B0BSH7J6SG
"Sponsored Ad - HP Pavilion 16, Intel Core Ultra 5 125U (14th Generation) 16 GB LPDDR5-6400,1TB SSD,16-inch (40 cm), WUXGA,...",67990,93876,27.57,https://www.amazon.in/dp/B0DGX6TGRS
"Sponsored Ad - ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keybo...",59990,87990,31.82,https://www.amazon.in/dp/B0FC2NW1KF
"Sponsored Ad - ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 20...",56989,85990,33.73,https://www.amazon.in/dp/B0DYDZF2DQ
"HP 14 (2025),245 G10 AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Busines...",28990,48000,39.6,https://www.amazon.in/dp/B0F6V25PSC
"HP Victus, 13th Gen Intel Core i5-13420H, RTX 2050, Upgrade(Upto 32GB) 16GB DDR4, 512GB SSD, FHD, 144Hz, IPS, 300 nits, 1...",59990,76353,21.43,https://www.amazon.in/dp/B0DV97GJBK
"HP 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 1TB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr)* Off...",55990,76901,27.19,https://www.amazon.in/dp/B0F671GG5M
"HP Victus, 12th Gen Intel Core i5-12450H, RTX 3050 (16GB DDR4, 512GB SSD) FHD, IPS, 144Hz, 15.6""/39.6cm, Win 11, Office 2...",57990,77566,25.24,https://www.amazon.in/dp/B0D81CP85D
"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq...",41999,59900,29.88,https://www.amazon.in/dp/B0B4N77Y34
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 2...",34490,48419,28.77,https://www.amazon.in/dp/B0D2KDCWJL
"HP 15, 13th Gen Intel Core i3-1315U, (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD,15.6''/39.6cm, Win11,M365 Basic(1y...",34990,50843,31.18,https://www.amazon.in/dp/B0F4R6GXWJ
"HP Pavilion, Intel Core Ultra 7-155U, 10-12 Tops (16GB RAM, 512GB SSD) IPS, WUXGA, Anti-Glare, 16""/40.6cm, Win 11, Office ...",78490,104048,24.56,https://www.amazon.in/dp/B0D2685XZW
"Sponsored Ad - ASUS Vivobook S16,Intel Core Ultra 5 225H,AI PC(Intel Arc iGPU/16GB RAM/512GB SSD/FHD/16/60Hz/Backlit Keybo...",72990,109990,33.64,https://www.amazon.in/dp/B0FC2M5CGL
"Sponsored Ad - ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 202...",33990,51990,34.62,https://www.amazon.in/dp/B0FKBM4SWJ
"HP Laptop 15, Intel Core i3 13th Gen - 1315U, 8 GB RAM, 512 GB SSD, FHD 15.6""/39.6 cm, Windows 11, MS Office 2021, Matt Si...",33990,52000,34.63,https://www.amazon.in/dp/B0D4M18BVJ
