title,price,link,mrp,discount_percentage
"Sponsored Ad - Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Window...","₹42,990",https://www.amazon.in/dp/B0F4XH5MVJ,68060.0,36.84
"ASUS ROG Strix G16, AMD Ryzen 9 8940HX, Gaming Laptop(RTX 5050-8GB/115W TGP/16GB RAM/1TB SSD/FHD+/16""/165Hz/90Whr/Windows ...","₹1,37,490",https://www.amazon.in/dp/B0FB9G9XVG,144990.0,5.17
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windo...","₹59,990",https://www.amazon.in/dp/B0FC2NW1KF,87990.0,31.82
"acer Professional 14[New Launch], 13th Gen Intel Core i7-1355U Turbo Boost, 32GB DDR4, 1TB SSD, Win11 Pro, MSO21, 14inch F...","₹69,890",https://www.amazon.in/dp/B0F6KH5BTT,90000.0,22.34
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business...",Up to 5% back with Amazon Pay ICICI card,https://www.amazon.in/dp/B0F8WC83WT,82990.0,99.99
Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam)...,"₹20,970",https://www.amazon.in/dp/B0D7PSYS6B,29990.0,30.08
"ASUS Vivobook S16,13th Gen,Intel Core i5-13420H,Metallic Design Laptop(Intel UHD iGPU/16GB RAM/512GB SSD/FHD+/16""/144Hz/Wi...","₹54,990",https://www.amazon.in/dp/B0FBFM3KNL,86990.0,36.79
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office H...","₹82,190",https://www.amazon.in/dp/B0DPQHCKQD,110890.0,25.88
"Lenovo IdeaPad 3, Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MSOffice 2021, Arctic Gr...","₹30,490",https://www.amazon.in/dp/B0DFH99H7X,55190.0,44.75
"ASUS ROG Strix Scar 16 (2024), Intel Core i9 14900HX 14th Gen, 16""(40.64cm) 2.5K QHD+240Hz, Gaming Laptop (32GB DDR5/2TB S...","₹2,71,990",https://www.amazon.in/dp/B0CV17QD1G,347990.0,21.84
"HP 14, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(...","₹36,990",https://www.amazon.in/dp/B0F9WNRWYS,50843.0,27.25
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SS...","₹23,280",https://www.amazon.in/dp/B0C28FKJXG,79000.0,70.53
"Lenovo 14 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light B...",Up to 5% back with Amazon Pay ICICI card,https://www.amazon.in/dp/B0F6QGZHG2,110990.0,100.0
"Acer Nitro Lite 16, Intel Core i5-13420H Processor,NVIDIA GeForce RTX 3050-6 GB GDDR6, 16GB/ 512 GB, 16.0""/40.64 cm, 165 H...",Prime Savings Flat 4000 Off on SBI Credit Cards,https://www.amazon.in/dp/B0FF4Z4HQM,84999.0,95.29
"Sponsored Ad - MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/N...","₹93,990",https://www.amazon.in/dp/B0BV1GBXKP,129990.0,27.69
"Sponsored Ad - ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Key...","₹56,989",https://www.amazon.in/dp/B0DYDZF2DQ,85990.0,33.73
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home...","₹53,299",https://www.amazon.in/dp/B0D143SJ9R,82789.0,35.62
"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeFor...","₹70,890",https://www.amazon.in/dp/B0CV9J1QSM,79990.0,11.38
"Acer Aspire, AMD Ryzen 7-7730U, 16GB RAM, 1TB SSD, Full HD 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.79KG, AS15-42, W...","₹40,985",https://www.amazon.in/dp/B0DMF9ZVBV,79990.0,48.76
"ASUS Vivobook Go 15, AMD Ryzen 3 7320U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M36...","₹28,985",https://www.amazon.in/dp/B0FB981B85,44990.0,35.57
"HP OmniBook 5 Metallic(Previously Pavilion) 13th Gen Intel Core i5 1334U (16GB LPDDR5X, 512GB SSD) WUXGA, 2K, IPS, 16''/4...","₹59,199",https://www.amazon.in/dp/B0F1DH2T6B,81202.0,27.1
DELL 14 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business...,Up to 5% back with Amazon Pay ICICI card,https://www.amazon.in/dp/B08YC6TP9H,75000.0,99.99
HP R 2 8 GB 12 GB SSD OS,Up to 5% back with Amazon Pay ICICI card,https://www.amazon.in/dp/B0F2Y78CGC,78690.0,99.99
"ASUS Vivobook Go 15, AMD Ryzen 3 7320U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M36...","₹28,989",https://www.amazon.in/dp/B0FB9653B3,44990.0,35.57
"ASUS Gaming V16 (2025) 14th Gen,Intel Core 7 240H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/...","₹85,990",https://www.amazon.in/dp/B0DSHXWLNW,113990.0,24.56
"Acer Aspire Lite, AMD Ryzen 7-7730U, 16 GB RAM, 512 GB SSD, Full HD IPS,15.6""/39.62 cm, Windows 11 Home, MS Office, Steel ...","₹39,990",https://www.amazon.in/dp/B0FCXZ85YX,65999.0,39.41
"Lenovo LOQ, Intel Core i7 13th Gen 13650HX, NVIDIA RTX 4060 8GB, 24GB RAM, 512GB SSD, 15.6""(39.6cm), Windows 11, Office Ho...","₹1,16,000",https://www.amazon.in/dp/B0DPQJNQJ6,150000.0,22.67
"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Gra...","₹39,190",https://www.amazon.in/dp/B0FBX94V45,60290.0,35.0
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U,Thin & Light Laptop (AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/14/60Hz/42WHrs/Windows ...","₹37,994",https://www.amazon.in/dp/B0DTY1C216,52990.0,28.3
"HP 15, 13th Gen Intel Core i5-13420H, (16GB DDR4, 512GB SSD), FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basi...","₹55,990",https://www.amazon.in/dp/B0FK2HHZBS,67811.0,17.43
"ASUS Vivobook 15,13th Gen,Intel Core i3-1315U (Intel UHD /16GB RAM/512GB SSD/FHD/15.6""/60Hz/Win 11/M365 Basic (1Year)*/Bac...","₹35,985",https://www.amazon.in/dp/B0DTYWCHDQ,56990.0,36.86
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue","₹82,990",https://www.amazon.in/dp/B0DZDDQ429,99900.0,16.93
"Sponsored Ad - Dell Inspiron 3530, Intel Core i7 13th Gen - 1355U, 16GB RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, Of...","₹66,990",https://www.amazon.in/dp/B0DSFP9FCS,81595.0,17.9
"Sponsored Ad - ASUS Vivobook 15,Smartchoice,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60H...","₹46,990",https://www.amazon.in/dp/B0DTYHD5D1,69990.0,32.86
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M...","₹43,910",https://www.amazon.in/dp/B0FM3BZM91,73990.0,40.65
"HP 15, 13th Gen Intel Core i3-1315U, (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD,15.6''/39.6cm, Win11,M365 Basic(1y...","₹34,990",https://www.amazon.in/dp/B0F4R6GXWJ,50843.0,31.18
"HP Pavilion x360, 13th Gen Intel Core i5-1335U (16GB DDR4, 512GB SSD) Touchscreen, 14""/35.6cm, FHD, Win 11, Office 21, Sil...","₹64,990",https://www.amazon.in/dp/B0CJ2KWNNQ,90485.0,28.18
Lenovo IdeaPad Slim 3 AMD Ryzen 7 8840HS 15.3 inch (38.8cm) WUXGA IPS AI PC Laptop(16GB RAM/512GB SSD/Windows 11/Office Ho...,"₹59,990",https://www.amazon.in/dp/B0FDKHV466,85390.0,29.75
"HP Smartchoice Omen AMD Ryzen 7 7840Hs, 8GB RTX 4060 (16GB DDR5, 1TB SSD) FHD, 165Hz, 300Nits, IPS, 16.1''/40.9cm, Win11, ...","₹1,03,990",https://www.amazon.in/dp/B0CCVZP835,132645.0,21.6
